	Platform Information	https://developers.facebook.com/docs/content-library-api/get-access								
	Link to Form	https://icpsr.atlassian.net/servicedesk/customer/portal/53/group/80/create/251								
	Account Required	TRUE								
	Modality	Form								
										
										
id	Question	Type	Classification	MAIN_Question	Operation	Required	Condition	Options	Details	Comments
M1	Dataset required for research	selection	Requested Data	data-accmod		TRUE		A Blue Start: A large-scale pairwise and higher-order social network dataset (Controlled Download); Beyond the Hashtags: #Ferguson, #Blacklivesmatter, and the Online Struggle for Offline Justice (Virtual Data Enclave); ChatGPT in education: A discourse analysis of worries and concerns on social media (Virtual Data Enclave); Meta Ad Targeting Dataset; Meta Content Library and Content Library API; Politweets: Tweets of politicians, celebrities, news media, and influencers from India and the United States (Virtual Data Enclave); Replication data for "Emergent structures of attention on social media are driven by amplification and triad transitivity" (Controlled Download)"; State of Social Connections Study (Controlled Download); U.S. 2020 Facebook and Instagram Election Study (Virtual Data Enclave)		
M2	Dataset required for research II	selection	Access Modality	data-accmod		TRUE	Meta Content Library and Content Library API	Meta Content Library User Interface (UI); Meta Content Library API (includes UI)		
M3	First name of Applicant	free form	Contact Details	first-name		TRUE				
M4	Last name of Applicant	free form	Contact Details	last-name		TRUE				
M5	Institutional email of Applicant	free form	Contact Details	email-inst		TRUE			The Applicant's email address must show their institutional affiliation. Example: emailaddress@umich.edu, emailaddress2@pewresearch.org	
M6	First name of Lead Researcher	free form	Collaboration	collab-lead-firstname		TRUE				
M7	Last name of Lead Researcher	free form	Collaboration	collab-lead-lastname		TRUE				
M8	Institutional email of Lead Researcher	free form	Affiliation	email-inst		TRUE			The Lead Researcher's email address must show their institutional affiliation. NOTE: Personal email addresses, such as @gmail.com, are not permitted.	
M9	Highest degree earned	free form	Qualifications	highest degree		TRUE			Please name the highest degree earned by the Lead Researcher (e.g., PhD, MD, DrPh, JD, MA, MS, MPH, BA, etc.). NOTE: this information is collected for demographic purposes; no particular degree is required to access the data.	
M10	Affiliational profile URL (organization, research, or academia)	free form	Affiliation	profile-inst		TRUE			The Lead Researcher is required to provide a personal profile showcasing their current affiliation with their organization. Please include a link to any of the following: an active institutional profile or biography, organizational website with directory or staff list, ORCID or ResearchGate profile, or a webpage for their research group, lab, or department. If providing these links is not feasible, other documentation may be submitted at the end of the application to verify the researcher’s affiliation.  [[NOTE: LinkedIn profiles, GitHub Pages, or personal websites are not permitted.]]	
M11	Facebook profile URL	free form	Contact Details	profile-platform		TRUE			Please provide the URL of the Lead Researcher's publicly accessible personal Facebook profile page. If they do not have a Facebook profile, they will need to create one to obtain access to the tools. Organizational profiles or business Pages are not allowed.	
M12	Institution name	free form	Affiliation	org-name		TRUE			The Lead Researcher must be currently affiliated with the institution provided in this field.	
M13	Type of Institution	selection	Affiliation	org-type		TRUE		Academic (e.g., college/ university); Government; For-profit or corporate; Non-governmental organization (NGO); Non-profit or not-for-profit organization (NPO); Other... 		
M14	Country of instruction (ISO Code) Please reference the following link to provide the 3-letter or Alpha-3 code of your country: https://www.iso.org/obp/ui/#search/code/.	free form	Affiliation	org-addr-country	make-iso	TRUE				
M15	State/Province of Institution Please provide the full name of the state or province of the affiliated institution.	free form	Affiliation	org-addr-state		TRUE				
M16	City of Institution Please provide the full name of the city of the affiliated institution.	free form	Affiliation	org-addr-city		TRUE				
M17	Department name	free form	Affiliation	org-department		TRUE			If your affiliation does not include a department, please enter "N/A"	
M18	Role at institution	selection	Affiliation	org-role		TRUE		Assistant professor, Associate professor, Professor, PhD student, Master’s student, Lecturer, Postdoctoral fellow, Independent researcher, Staff researcher, Other		
M19	New Option	free form	Affiliation	org-role		TRUE	if M18==Other			
M20	Lead Researcher's resume or CV	file upload	Qualifications	cv		TRUE			Please upload the Lead Researcher's resume or curriculum vitae in Adobe PDF or Microsoft Word.	
M21	Are there any collaborators that need access to the requested data for this research project?	selection	Collaboration	collab-binary		TRUE		Yes, No	Please select 'Yes' only if your collaborators will perform any type of analysis or data management activities.  Adding Collaborators: Collaborators can be added at any time after the Lead Researcher’s application has been submitted. A separate form must be completed for each collaborator. The following information is required: Lead Researcher’s application ID (SOMARAPPLY-####) Research project title Lead Researcher’s last name and email address To add collaborators, use the Collaborator Addition Request Form and consult the guidance document for detailed instructions.	
M22	Additional Email Addresses for Notifications	free form	Contact Details	email		FALSE			Provide the email addresses of anyone who should receive updates about this application. These individuals will receive the same notifications as you. Use commas to separate multiple addresses (e.g., john.doe@university.edu, jane.smith@university.edu).	
M23	Research Project Title	free form	Research Project	research-title		TRUE				
M24	Will your research contribute to the detection, identification, and understanding of systemic risks in the European Union?	selection	Research Project	research-sysrisk		TRUE		Yes, No		
M25	Research project summary	free form	Research Project	research-summary		TRUE			In 250 words or less (up to 1,750 characters), summarize your research agenda or plans in a way that a non-specialist can understand. Your response should clearly outline your area of focus, key research questions, and methodologies. If relevant, include any endpoints, data types, or specific data fields of interest. This summary should provide enough detail to demonstrate how your research aligns with the data you are applying for. Before applying, review the publicly available documentation to ensure the data meets your needs.	
M26	Keywords associated with research	free form	Research Project	research-keywords		TRUE			List the keywords associated with the research agenda. Please separate the keywords with commas.	
